LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Kühn	Ingolf	4	BiolFlor Database	Juncus compressus	31471	Juncus compressus	636557	3078780	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus compressus	31471	Juncus compressus	636557	3078781			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus conglomeratus	31473	Juncus conglomeratus	636558	3078782	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus conglomeratus	31473	Juncus conglomeratus	636558	3078783			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus dudleyi	31478	Juncus dudleyi	636559	3078784	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus dudleyi	31478	Juncus dudleyi	636559	3078785			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus effusus	31479	Juncus effusus	636560	3078786	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus effusus	31479	Juncus effusus	636560	3078787			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus ensifolius	31480	Juncus ensifolius	636561	3078788	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus ensifolius	31480	Juncus ensifolius	636561	3078789			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus filiformis	31483	Juncus filiformis	636562	3078790	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus filiformis	31483	Juncus filiformis	636562	3078791			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus gerardii	31487	Juncus gerardii	636563	3078792	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus gerardii	31487	Juncus gerardii	636563	3078793			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus ranarius	31517	Juncus ranarius	636564	3078794	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus ranarius	31517	Juncus ranarius	636564	3078795			113	Reference / source	Reference	Vanloenhoud, P.J., Sterk, A.A. 1976 A study of the Juncus bufonius complex in the Netherlands A ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		8726	
Kühn	Ingolf	4	BiolFlor Database	Juncus sphaerocarpus	31523	Juncus sphaerocarpus	636565	3078796	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus sphaerocarpus	31523	Juncus sphaerocarpus	636565	3078797			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus squarrosus	31524	Juncus squarrosus	636566	3078798	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus squarrosus	31524	Juncus squarrosus	636566	3078799			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus stygius	31525	Juncus stygius	636567	3078800	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus stygius	31525	Juncus stygius	636567	3078801			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus subnodulosus	31526	Juncus subnodulosus	636568	3078802	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus subnodulosus	31526	Juncus subnodulosus	636568	3078803			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus tenageia	31528	Juncus tenageia	636569	3078804	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus tenageia	31528	Juncus tenageia	636569	3078805			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Juncus triglumis	31532	Juncus triglumis	636570	3078806	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Juncus triglumis	31532	Juncus triglumis	636570	3078807			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Kobresia simpliciuscula	412933	Carex simpliciuscula	636571	3078808	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Kobresia simpliciuscula	412933	Carex simpliciuscula	636571	3078809			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Bassia laniflora	6955	Bassia laniflora	636572	3078810	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Bassia laniflora	6955	Bassia laniflora	636572	3078811			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lactuca viminea	32138	Lactuca viminea	636573	3078812	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lactuca viminea	32138	Lactuca viminea	636573	3078813			113	Reference / source	Reference	Mejias, J.A. 1994 Self-fertility and associated flower head traits in the Iberian taxa of Lactu ...											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		5511	
Kühn	Ingolf	4	BiolFlor Database	Lamium album	32229	Lamium album	636574	3078814	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lamium album	32229	Lamium album	636574	3078815			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lamium hybridum	32245	Lamium purpureum	636575	3078816	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lamium hybridum	32245	Lamium purpureum	636575	3078817			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lamium maculatum	32240	Lamium maculatum	636576	3078818	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lamium maculatum	32240	Lamium maculatum	636576	3078819			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lamium purpureum	32245	Lamium purpureum	636577	3078820	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lamium purpureum	32245	Lamium purpureum	636577	3078821			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus bauhini	32467	Lathyrus bauhinii	636578	3078822	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus bauhini	32467	Lathyrus bauhinii	636578	3078823			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus heterophyllus	32475	Lathyrus heterophyllus	636579	3078824	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus heterophyllus	32475	Lathyrus heterophyllus	636579	3078825			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus japonicus	32481	Lathyrus japonicus	636580	3078826	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus japonicus	32481	Lathyrus japonicus	636580	3078827			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus laevigatus	32482	Lathyrus laevigatus	636581	3078828	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus laevigatus	32482	Lathyrus laevigatus	636581	3078829			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus odoratus	32493	Lathyrus odoratus	636582	3078830	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus odoratus	32493	Lathyrus odoratus	636582	3078831			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus palustris	32496	Lathyrus palustris	636583	3078832	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus palustris	32496	Lathyrus palustris	636583	3078833			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus pannonicus	32497	Lathyrus pannonicus	636584	3078834	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus pannonicus	32497	Lathyrus pannonicus	636584	3078835			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus sphaericus	32507	Lathyrus sphaericus	636585	3078836	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus sphaericus	32507	Lathyrus sphaericus	636585	3078837			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lathyrus vernus	32515	Lathyrus vernus	636586	3078838	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lathyrus vernus	32515	Lathyrus vernus	636586	3078839			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lavandula angustifolia	32547	Lavandula angustifolia	636587	3078840	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lavandula angustifolia	32547	Lavandula angustifolia	636587	3078841			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Ledum groenlandicum	237008	Ledum palustre subsp. groenlandicum	636588	3078842	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Ledum groenlandicum	237008	Ledum palustre subsp. groenlandicum	636588	3078843			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Ledum palustre	95899	Rhododendron tomentosum	636589	3078844	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Ledum palustre	95899	Rhododendron tomentosum	636589	3078845			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lemna gibba	32702	Lemna gibba	636590	3078846	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lemna gibba	32702	Lemna gibba	636590	3078847			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lemna minor	32703	Lemna minor	636591	3078848	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lemna minor	32703	Lemna minor	636591	3078849			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lemna trisulca	32705	Lemna trisulca	636592	3078850	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
Kühn	Ingolf	4	BiolFlor Database	Lemna trisulca	32705	Lemna trisulca	636592	3078851			113	Reference / source	Reference	Anmerkung 2002 vgl. Klassifizierungsschema Abb.											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.		Anmerkung 2002 vgl. Klassifizierungsschema Abb.	
Kühn	Ingolf	4	BiolFlor Database	Lemna turionifera	32706	Lemna turionifera	636593	3078852	204	Flower insemination autogamous or xenogamous	578	Insemination autogamous or xenogamous	BEFRUCHTUNG_LANG_E	mixed maiting											Kühn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.			
