"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","tracking_climate","is_contraction","annual_dispersal_pot","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","AnnualDispPotKmY","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","Area_km2_range","BodySize"
"A30_P1",1.82754844840175,1.7051746424355,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27378,6252641.58,3247.14,4349.25,0,4349.25,195.15,"Central and Eastern U.S.","n/a","Ter","LAT","TE","Perisoreus_canadensis","Perisoreus_canadensis","Perisoreus_canadensis","Animalia","Chordata","Aves","Corvidae","GBIF:2482436","Find_Sci_Names","18.55","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"Contraction",0.5797,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of the 10 southernmost routes where northern spp were observed","Mean of extremes","Perisoreus canadensis","Perisoreus canadensis","25km","Perisoreus canadensis_A30_P1","mat_gVelLat_25km",1.90922162224039,1.88463933045922,"Passeriformes","natal dispersal","Strickland (1991)","Natal_dispersal_maximum_distance_(km)",11.3,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",11.3,11.3,365,1,11.3,11300,11300,TRUE,"YES",11.3,-0.5797,1.82754844840175,1.90922162224039,11.3,1.90922162224039,"Climate",1.90922162224039,NA,NA,NA,NA,36.3
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Sanicula_europaea","Sanicula_europaea","Sanicula_europaea","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:6027128","Find_Sci_Names","0.0102","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0231,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Sanicula europaea","Sanicula europaea","25km","Sanicula europaea_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Apiales","seed dispersal (unknown)",NA,"Maximum by wood mouse (Apodemum flavicollis)",15,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.015,0.015,365,1,0.015,15,15,TRUE,"YES",0.015,-0.0231,0.0423584339719636,0.0391517247178725,0.015,0.015,"Dispersal",NA,"GBIF occurrence",231509289223.795,5403912258134.07,5403912.25813407,11.0395683453237
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Prunus_avium","Prunus_avium","Prunus_avium","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:3020791","Find_Sci_Names","-0.0059","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",-0.0135,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Prunus avium","Prunus avium","25km","Prunus avium_A32_P1","mat_gVelLat_25km",0.0402361026005673,0.105689099780846,"Rosales","seed dispersal (model)","Breitbach et al. 2012","Maximum_recorded_dispersal_distance_(m)",2220,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",2.22,2.22,365,1,2.22,2220,2220,FALSE,"NO",2.22,0.0135,0.0423584339719636,0.0402361026005673,2.22,0.0402361026005673,"Climate",0.0402361026005673,"IUCN",231509289223.795,2825356486843.24,2825356.48684324,1855.44642857143
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Scabiosa_columbaria","Scabiosa_columbaria","Scabiosa_columbaria","Plantae","Tracheophyta","Magnoliopsida","Caprifoliaceae","GBIF:2888802","Find_Sci_Names","-0.0439","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",-0.0998,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Scabiosa columbaria","Scabiosa columbaria","25km","Scabiosa columbaria_A32_P1","mat_gVelLat_25km",0.04715891249896,0.109323915657448,"Dipsacales","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",3.5,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Plants","Max","seed dispersal",0.0035,0.0035,365,1,0.0035,3.5,3.5,FALSE,"NO",0.0035,0.0998,0.0423584339719636,0.04715891249896,0.0035,0.0035,"Dispersal",NA,"GBIF occurrence",231509289223.795,5396389459969.99,5396389.45996999,16.8561611374408
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Leontodon_autumnalis","Leontodon_autumnalis","Scorzoneroides_autumnalis","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:8058115","Find_Sci_Names","-0.0161","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",-0.0367,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Scorzoneroides autumnalis","Leontodon autumnalis","25km","Scorzoneroides autumnalis_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",610,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.61,0.61,365,1,0.61,610,610,FALSE,"NO",0.61,0.0367,0.0423584339719636,0.0391517247178725,0.61,0.0391517247178725,"Climate",0.0391517247178725,NA,NA,NA,NA,21.2556182795699
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Saxifraga_tridactylites","Saxifraga_tridactylites","Saxifraga_tridactylites","Plantae","Tracheophyta","Magnoliopsida","Saxifragaceae","GBIF:3032833","Find_Sci_Names","0.0449","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.1019,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Saxifraga tridactylites","Saxifraga tridactylites","25km","Saxifraga tridactylites_A32_P1","mat_gVelLat_25km",0.0390499639733184,0.105800228579607,"Saxifragales","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.11,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00011,0.00011,168,1,0.00011,0.11,0.11,TRUE,"YES",0.00011,-0.1019,0.0423584339719636,0.0390499639733184,0.00011,0.00011,"Dispersal",NA,"GBIF occurrence",231509289223.795,5258655376776.82,5258655.37677682,7.22727272727273
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Silene_dioica","Silene_dioica","Silene_dioica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:5384795","Find_Sci_Names","0.0169","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0385,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Silene dioica","Silene dioica","25km","Silene dioica_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.5,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",5e-04,5e-04,365,1,5e-04,0.5,0.5,TRUE,"YES",5e-04,-0.0385,0.0423584339719636,0.0391517247178725,5e-04,5e-04,"Dispersal",NA,"GBIF occurrence",231509289223.795,6394084932213.83,6394084.93221383,35.0725
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Silene_vulgaris","Silene_vulgaris","Silene_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:9172281","Find_Sci_Names","0.2694","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.6118,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Silene vulgaris","Silene vulgaris","25km","Silene vulgaris_A32_P1","mat_gVelLat_25km",0.0388697352438194,0.105940125046405,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.13,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00013,0.00013,365,1,0.00013,0.13,0.13,TRUE,"YES",0.00013,-0.6118,0.0423584339719636,0.0388697352438194,0.00013,0.00013,"Dispersal",NA,"IUCN",231509289223.795,7376598237575.79,7376598.23757579,38.7983333333333
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Scrophularia_nodosa","Scrophularia_nodosa","Scrophularia_nodosa","Plantae","Tracheophyta","Magnoliopsida","Scrophulariaceae","GBIF:3170886","Find_Sci_Names","0.0142","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0324,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Scrophularia nodosa","Scrophularia nodosa","25km","Scrophularia nodosa_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Lamiales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.91,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00091,0.00091,365,1,0.00091,0.91,0.91,TRUE,"YES",0.00091,-0.0324,0.0423584339719636,0.0391517247178725,0.00091,0.00091,"Dispersal",NA,"GBIF occurrence",231509289223.795,7471550952882.33,7471550.95288233,72.9411764705882
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Sonchus_asper","Sonchus_asper","Sonchus_asper","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3105782","Find_Sci_Names","0.0363","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0825,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Sonchus asper","Sonchus asper","25km","Sonchus asper_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",6.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00612,0.00612,42,1,0.00612,6.12,6.12,TRUE,"YES",0.00612,-0.0825,0.0423584339719636,0.0391517247178725,0.00612,0.00612,"Dispersal",NA,"GBIF occurrence",231509289223.795,17471794425865.4,17471794.4258654,49.2844776119403
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Pulicaria_dysenterica","Pulicaria_dysenterica","Pulicaria_dysenterica","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3095609","Find_Sci_Names","0.0062","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.014,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Pulicaria dysenterica","Pulicaria dysenterica","25km","Pulicaria dysenterica_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",6.91,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00691,0.00691,365,1,0.00691,6.91,6.91,TRUE,"YES",0.00691,-0.014,0.0423584339719636,0.0391517247178725,0.00691,0.00691,"Dispersal",NA,"GBIF occurrence",231509289223.795,3902351583492.42,3902351.58349242,45.4117647058824
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Quercus_petraea","Quercus_petraea","Quercus_petraea","Plantae","Tracheophyta","Magnoliopsida","Fagaceae","GBIF:2880130","Find_Sci_Names","0.0209","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0474,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Quercus petraea","Quercus petraea","25km","Quercus petraea_A32_P1","mat_gVelLat_25km",0.0417785819609923,0.105115471827814,"Fagales","seed dispersal (field)","Kollmann & Schill 1996","Maximum_recorded_dispersal_distance_(m)",300,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.3,0.3,1825,5,0.06,60,300,TRUE,"YES",0.06,-0.0474,0.0423584339719636,0.0417785819609923,0.06,0.0417785819609923,"Climate",0.0417785819609923,"IUCN",231509289223.795,2726177832317.13,2726177.83231713,2754.81109756098
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Ranunculus_acris","Ranunculus_acris","Ranunculus_acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculaceae","GBIF:3033363","Find_Sci_Names","-0.0145","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",-0.033,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Ranunculus acris","Ranunculus acris","25km","Ranunculus acris_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Ranunculales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",300,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.3,0.3,365,1,0.3,300,300,FALSE,"NO",0.3,0.033,0.0423584339719636,0.0391517247178725,0.3,0.0391517247178725,"Climate",0.0391517247178725,"GBIF occurrence",231509289223.795,11685833939979.3,11685833.9399793,23.763982300885
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Solidago_virgaurea","Solidago_virgaurea","Solidago_virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:6446462","Find_Sci_Names","0.0083","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0188,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Solidago virgaurea","Solidago virgaurea","25km","Solidago virgaurea_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",5.6,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0056,0.0056,365,1,0.0056,5.6,5.6,TRUE,"YES",0.0056,-0.0188,0.0423584339719636,0.0391517247178725,0.0056,0.0056,"Dispersal",NA,"GBIF occurrence",231509289223.795,10403990250934.3,10403990.2509343,22.1804347826087
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Sonchus_arvensis","Sonchus_arvensis","Sonchus_arvensis","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3105813","Find_Sci_Names","0.0146","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0331,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Sonchus arvensis","Sonchus arvensis","25km","Sonchus arvensis_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",1100,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",1.1,1.1,365,1,1.1,1100,1100,TRUE,"YES",1.1,-0.0331,0.0423584339719636,0.0391517247178725,1.1,0.0391517247178725,"Climate",0.0391517247178725,"GBIF occurrence",231509289223.795,13899848419619.1,13899848.4196191,112.321428571429
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Polygala_vulgaris","Polygala_vulgaris","Polygala_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Polygalaceae","GBIF:3191374","Find_Sci_Names","0.0272","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0617,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Polygala vulgaris","Polygala vulgaris","25km","Polygala vulgaris_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Fabales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",240,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.24,0.24,168,1,0.24,240,240,TRUE,"YES",0.24,-0.0617,0.0423584339719636,0.0391517247178725,0.24,0.0391517247178725,"Climate",0.0391517247178725,"GBIF occurrence",231509289223.795,6638945883415.82,6638945.88341582,14.4261904761905
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Potentilla_erecta","Potentilla_erecta","Potentilla_erecta","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:5365576","Find_Sci_Names","0.0038","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0086,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Potentilla erecta","Potentilla erecta","25km","Potentilla erecta_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Rosales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.19,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00019,0.00019,365,1,0.00019,0.19,0.19,TRUE,"YES",0.00019,-0.0086,0.0423584339719636,0.0391517247178725,0.00019,0.00019,"Dispersal",NA,"GBIF occurrence",231509289223.795,8268971627328.7,8268971.6273287,18.6378461538462
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Potentilla_reptans","Potentilla_reptans","Potentilla_reptans","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:5367273","Find_Sci_Names","0.0137","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0311,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Potentilla reptans","Potentilla reptans","25km","Potentilla reptans_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Rosales","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",7,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.007,0.007,365,1,0.007,7,7,TRUE,"YES",0.007,-0.0311,0.0423584339719636,0.0391517247178725,0.007,0.007,"Dispersal",NA,"GBIF occurrence",231509289223.795,7496432289116.11,7496432.28911611,26.4381578947368
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Primula_veris","Primula_veris","Primula_veris","Plantae","Tracheophyta","Magnoliopsida","Primulaceae","GBIF:8377689","Find_Sci_Names","0.021","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0477,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Primula veris","Primula veris","25km","Primula veris_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Ericales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00012,0.00012,365,1,0.00012,0.12,0.12,TRUE,"YES",0.00012,-0.0477,0.0423584339719636,0.0391517247178725,0.00012,0.00012,"Dispersal",NA,"GBIF occurrence",231509289223.795,8707074460702.89,8707074.46070289,15.2301333333333
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Atriplex_prostrata","Atriplex_prostrata","Atriplex_prostrata","Plantae","Tracheophyta","Magnoliopsida","Amaranthaceae","GBIF:3083786","Find_Sci_Names","0.0982","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.2231,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Atriplex prostrata","Atriplex prostrata","25km","Atriplex prostrata_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Caryophyllales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",55,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.055,0.055,365,1,0.055,55,55,TRUE,"YES",0.055,-0.2231,0.0423584339719636,0.0391517247178725,0.055,0.0391517247178725,"Climate",0.0391517247178725,"GBIF occurrence",231509289223.795,7991236167650.38,7991236.16765038,60.4761904761905
"A32_P1",0.0423584339719636,0.125330580052852,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ter","LAT","TE","Barbarea_vulgaris","Barbarea_vulgaris","Barbarea_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:5708780","Find_Sci_Names","0.0275","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",0.0624,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most southern occupied grid cells","Mean of extremes","Barbarea vulgaris","Barbarea vulgaris","25km","Barbarea vulgaris_A32_P1","mat_gVelLat_25km",0.0391517247178725,0.105725421765182,"Brassicales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.28,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00028,0.00028,365,1,0.00028,0.28,0.28,TRUE,"YES",0.00028,-0.0624,0.0423584339719636,0.0391517247178725,0.00028,0.00028,"Dispersal",NA,"GBIF occurrence",231509289223.795,13058915052267.1,13058915.0522671,54.3035714285714
