"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","MaxDispersalDistanceKm","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","MedianDispersalPotentialKmY","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","Area_km2_range","BodySize"
"A129_P3",0.698462827086634,2.22459389896973,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Ter","LAT","LE","Motacilla_flava","Motacilla_flava","Motacilla_flava","Animalia","Chordata","Aves","Motacillidae","GBIF:9701857","Find_Sci_Names","-16","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Contraction",-1,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Motacilla flava","Motacilla flava","25km","Motacilla flava_A129_P3","mat_gVelLat_25km",0.909153578221966,1.88787665488378,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",35500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",35.5,4.948,5,364.234,1,35.5,4.948,-1,0.698462827086634,0.909153578221966,0.909153578221966,"Climate",0.909153578221966,"IUCN",228277631972.63,58182334144517.6,58182334.1445176,23.1
"A129_P3",0.698462827086634,2.22459389896973,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Ter","LAT","LE","Picus_viridis","Picus_viridis","Picus_viridis","Animalia","Chordata","Aves","Picidae","GBIF:2478523","Find_Sci_Names","-27","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Contraction",-1.6875,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Picus viridis","Picus viridis","25km","Picus viridis_A129_P3","mat_gVelLat_25km",0.887021217468622,1.87142950952885,"Piciformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",27800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",27.8,2.049,5,364.234,1,27.8,2.049,-1.6875,0.698462827086634,0.887021217468622,0.887021217468622,"Climate",0.887021217468622,"BOTW",228277631972.63,5981746045340.84,5981746.04534084,29
"A129_P3",0.698462827086634,2.22459389896973,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Ter","LAT","LE","Poecile_palustris","Poecile_palustris","Poecile_palustris","Animalia","Chordata","Aves","Paridae","GBIF:2487843","Find_Sci_Names","-11","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Contraction",-0.6875,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Poecile palustris","Poecile palustris","25km","Poecile palustris_A129_P3","mat_gVelLat_25km",1.05856648467475,1.95654951261529,"Passeriformes","natal dispersal","Nilsson (1989)","Natal_dispersal_maximum_distance_(km)",4.6,"MaxDispersalDistance","km","Sutherland (birds)","m","Aves","Max","natal dispersal",4.6,2.85,2,364.234,1,4.6,2.85,-0.6875,0.698462827086634,1.05856648467475,1.05856648467475,"Climate",1.05856648467475,"IUCN",228277631972.63,9072121374925.07,9072121.37492507,15.9
"A129_P3",0.698462827086634,2.22459389896973,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Ter","LAT","LE","Sitta_europaea","Sitta_europaea","Sitta_europaea","Animalia","Chordata","Aves","Sittidae","GBIF:2484916","Find_Sci_Names","91","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Expansion",5.6875,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Sitta europaea","Sitta europaea","25km","Sitta europaea_A129_P3","mat_gVelLat_25km",1.0892593493496,1.99303244925448,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",24.1,1.4515,6,364.234,1,24.1,1.4515,5.6875,0.698462827086634,1.0892593493496,1.0892593493496,"Climate",1.0892593493496,"BOTW",228277631972.63,21575986153179.3,21575986.1531793,20.2
"A129_P3",0.698462827086634,2.22459389896973,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Ter","LAT","LE","Tyto_alba","Tyto_alba","Tyto_alba","Animalia","Chordata","Aves","Tytonidae","GBIF:2497921","Find_Sci_Names","88","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Expansion",5.5,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Tyto alba","Tyto alba","25km","Tyto alba_A129_P3","mat_gVelLat_25km",0.863989663264946,1.87038940213696,"Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",97100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",97.1,16.9,7,365,1,97.1,16.9,5.5,0.698462827086634,0.863989663264946,0.863989663264946,"Climate",0.863989663264946,"IUCN",228277631972.63,63140766291949.4,63140766.2919494,59.6
"A134_P1",0.526695500055665,1.37761803801076,"A134","P1",134,NA,"Hassall_2015_FS","10.1086/682210.",54.1715,-2.89838,245636.94,1088.73,1749,0,1749,149.26,"United Kingdom",NA,"Ter","LAT","LE","Lacerta_agilis","Lacerta_agilis","Lacerta_agilis","Animalia","Chordata","Squamata","Lacertidae","GBIF:6159223","Find_Sci_Names | order from NCBI using taxize","409.7","km","U",NA,NA,"Supplementary material",1960,1964.5,1969,1990,1994.5,1999,31,"Expansion",13.2161,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Mean northing of the 10 northernmost occupied grid cells","Mean of extremes","Lacerta agilis","Lacerta agilis","25km","Lacerta agilis_A134_P1","mat_gVelLat_25km",1.05764382415348,1.02684346600064,NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56.3,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Squamata","Max","natal/breeding dispersal",0.0563,0.0563,1,12,1,0.0563,0.0563,13.2161,0.526695500055665,1.05764382415348,0.0563,"Dispersal",NA,"IUCN",245636938559.02,9416962545236.79,9416962.54523679,NA
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Cerastium_fontanum","Cerastium_fontanum","Cerastium_fontanum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:3085458","Find_Sci_Names","0.1457","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0042,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cerastium fontanum","Cerastium fontanum","25km","Cerastium fontanum_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.16,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00016,9.5e-05,2,42,1,0.00016,9.5e-05,0.0042,0.0673827676810877,0.118315112446733,0.00016,"Dispersal",NA,"BIEN",149355927846.159,14242553851036.8,14242553.8510368,25.9448474576271
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Cirsium_arvense","Cirsium_arvense","Cirsium_arvense","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3113414","Find_Sci_Names","0.3236","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0092,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cirsium arvense","Cirsium arvense","25km","Cirsium arvense_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",53.4,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0534,0.011375,6,365,1,0.0534,0.011375,0.0092,0.0673827676810877,0.118315112446733,0.0534,"Dispersal",NA,"BIEN",149355927846.159,8488169804858.32,8488169.80485832,69.199068072381
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Cirsium_palustre","Cirsium_palustre","Cirsium_palustre","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3113239","Find_Sci_Names","-1.5857","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.0453,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cirsium palustre","Cirsium palustre","25km","Cirsium palustre_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",23.49,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.02349,0.00681,3,365,1,0.02349,0.00681,-0.0453,0.0673827676810877,0.118315112446733,0.02349,"Dispersal",NA,"GBIF occurrence",149355927846.159,8361658436173.98,8361658.43617398,111.166666666667
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Cirsium_vulgare","Cirsium_vulgare","Cirsium_vulgare","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3112801","Find_Sci_Names","-34.9782","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.9994,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cirsium vulgare","Cirsium vulgare","25km","Cirsium vulgare_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",900,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.9,0.0316,5,365,1,0.9,0.0316,-0.9994,0.0673827676810877,0.118315112446733,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,14214889759155,14214889.759155,123.782608695652
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Crepis_capillaris","Crepis_capillaris","Crepis_capillaris","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:5403304","Find_Sci_Names","1.4617","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0418,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Crepis capillaris","Crepis capillaris","25km","Crepis capillaris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",650,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.65,0.65,1,168,1,0.65,0.65,0.0418,0.0673827676810877,0.118315112446733,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,11183232631220.5,11183232.6312205,43.0663326454205
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Daucus_carota","Daucus_carota","Daucus_carota","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:3034742","Find_Sci_Names","1.5304","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0437,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Daucus carota","Daucus carota","25km","Daucus carota_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Apiales","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",17,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.017,0.00093,6,42,1,0.017,0.00093,0.0437,0.0673827676810877,0.118315112446733,0.017,"Dispersal",NA,"BIEN",149355927846.159,10173477748597.3,10173477.7485973,50.2503571428571
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Stellaria_media","Stellaria_media","Stellaria_media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:5384604","Find_Sci_Names","26.1843","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.7481,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Stellaria media","Stellaria media","25km","Stellaria media_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.32,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00032,0.000185,2,42,1,0.00032,0.000185,0.7481,0.0673827676810877,0.118315112446733,0.00032,"Dispersal",NA,"BIEN",149355927846.159,19014683863865.7,19014683.8638657,31.7183720930233
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Suaeda_maritima","Suaeda_maritima","Suaeda_maritima","Plantae","Tracheophyta","Magnoliopsida","Amaranthaceae","GBIF:3083541","Find_Sci_Names","10.542","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.3012,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Suaeda maritima","Suaeda maritima","25km","Suaeda maritima_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",380,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.38,0.19005,2,84,1,0.38,0.19005,0.3012,0.0673827676810877,0.118315112446733,0.118315112446733,"Climate",0.118315112446733,NA,NA,NA,NA,NA
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Taraxacum_officinale","Taraxacum_officinale","Taraxacum_officinale","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:5394163","Find_Sci_Names","0.9571","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0273,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Taraxacum officinale","Taraxacum officinale","25km","Taraxacum officinale_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",620,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.62,0.0261,4,56,1,0.62,0.0261,0.0273,0.0673827676810877,0.118315112446733,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,12841331874080.8,12841331.8740808,NA
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Achillea_millefolium","Achillea_millefolium","Achillea_millefolium","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120060","Find_Sci_Names","0.0184","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",5e-04,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Achillea millefolium","Achillea millefolium","25km","Achillea millefolium_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.39,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00039,0.00023,4,365,1,0.00039,0.00023,5e-04,0.0673827676810877,0.118315112446733,0.00039,"Dispersal",NA,"BIEN",149355927846.159,17840235521373.9,17840235.5213739,22.5434951277808
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Achillea_ptarmica","Achillea_ptarmica","Achillea_ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120333","Find_Sci_Names","-16.1644","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.4618,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Achillea ptarmica","Achillea ptarmica","25km","Achillea ptarmica_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.68,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00068,0.000395,2,365,1,0.00068,0.000395,-0.4618,0.0673827676810877,0.118315112446733,0.00068,"Dispersal",NA,"BIEN",149355927846.159,5559504213959.25,5559504.21395925,67.6764705882353
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Angelica_sylvestris","Angelica_sylvestris","Angelica_sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:5371818","Find_Sci_Names","13.4142","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.3833,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Angelica sylvestris","Angelica sylvestris","25km","Angelica sylvestris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Apiales","seed dispersal (model)","Jongejans & Telenius 2001","Maximum_recorded_dispersal_distance_(m)",3.8,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0038,0.00229,5,365,1,0.0038,0.00229,0.3833,0.0673827676810877,0.118315112446733,0.0038,"Dispersal",NA,NA,NA,NA,NA,86.1071428571429
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Anthoxanthum_odoratum","Anthoxanthum_odoratum","Anthoxanthum_odoratum","Plantae","Tracheophyta","Liliopsida","Poaceae","GBIF:2705975","Find_Sci_Names","9.0352","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.2581,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Anthoxanthum odoratum","Anthoxanthum odoratum","25km","Anthoxanthum odoratum_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Poales","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.002,0.002,3,365,1,0.002,0.002,0.2581,0.0673827676810877,0.118315112446733,0.002,"Dispersal",NA,"BIEN",149355927846.159,8391963066397.68,8391963.06639768,24.2282714285974
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Anthriscus_sylvestris","Anthriscus_sylvestris","Anthriscus_sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:5371742","Find_Sci_Names","0.1852","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0053,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Anthriscus sylvestris","Anthriscus sylvestris","25km","Anthriscus sylvestris_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Apiales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",120,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.12,0.12,1,365,1,0.12,0.12,0.0053,0.0673827676810877,0.118315112446733,0.118315112446733,"Climate",0.118315112446733,"BIEN",149355927846.159,2473204162849.23,2473204.16284923,63.5779220779221
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Arenaria_serpyllifolia","Arenaria_serpyllifolia","Arenaria_serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:8089871","Find_Sci_Names","-13.2837","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.3795,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Arenaria serpyllifolia","Arenaria serpyllifolia","25km","Arenaria serpyllifolia_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.13,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00013,8e-05,4,365,1,0.00013,8e-05,-0.3795,0.0673827676810877,0.118315112446733,0.00013,"Dispersal",NA,"BIEN",149355927846.159,7892112972898.67,7892112.97289867,16.3972972972973
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Armeria_maritima","Armeria_maritima","Armeria_maritima","Plantae","Tracheophyta","Magnoliopsida","Plumbaginaceae","GBIF:8930531","Find_Sci_Names","-0.0068","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-2e-04,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Armeria maritima","Armeria maritima","25km","Armeria maritima_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.28,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00028,0.000165,2,365,1,0.00028,0.000165,-2e-04,0.0673827676810877,0.118315112446733,0.00028,"Dispersal",NA,NA,NA,NA,NA,14.2966
"A138_P1",0.0673827676810877,1.95983914517316,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Ter","LAT","LE","Bellis_perennis","Bellis_perennis","Bellis_perennis","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3117424","Find_Sci_Names","0.0997","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0028,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Bellis perennis","Bellis perennis","25km","Bellis perennis_A138_P1","mat_gVelLat_25km",0.118315112446733,1.85166971114166,"Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.09,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",9e-05,5.5e-05,4,365,1,9e-05,5.5e-05,0.0028,0.0673827676810877,0.118315112446733,9e-05,"Dispersal",NA,"BIEN",149355927846.159,7125527143769.89,7125527.14376989,7.3264328358209
